flightId,crud,createdAt,flightType,from,to,airplaneType,fliedAt
PS3043,delete,09/05/2024,local,ADD,JIM,Cessna 208 Caravan,09/05/2024
WL5372,delete,09/05/2024,international,ADD,JFK,Airbus A330,09/05/2024
DL8498,create,09/05/2024,local,ADD,AMH,CASA C-212 Aviocar,09/05/2024
JL3509,create,09/05/2024,local,ADD,GDQ,Cessna 208 Caravan,09/05/2024
JO4215,create,09/05/2024,local,ADD,LLI,Cessna 208 Caravan,09/05/2024
OH7365,create,09/05/2024,local,ADD,JIJ,Beechcraft 1900,09/05/2024
VH7301,create,09/05/2024,local,ADD,JIM,Beechcraft 1900,09/05/2024
TZ5490,create,09/05/2024,international,ADD,HND,Boeing 777,09/05/2024
HH9913,create,09/05/2024,international,ADD,LAX,Boeing 777,09/05/2024
SN1432,delete,09/05/2024,international,ADD,AMS,Boeing 767,09/05/2024
BU8767,delete,09/05/2024,local,ADD,JIJ,Cessna 208 Caravan,09/05/2024
TY7866,delete,09/05/2024,international,ADD,LAX,Airbus A330,09/05/2024
QB6372,delete,09/05/2024,local,ADD,BJR,Cessna 208 Caravan,09/05/2024
OY1978,delete,09/05/2024,international,ADD,LAX,Boeing 767,09/05/2024
QG6076,delete,09/05/2024,international,ADD,FRA,Boeing 777,09/05/2024
GX5981,delete,09/05/2024,international,ADD,CDG,Airbus A330,09/05/2024
VT4984,delete,09/05/2024,local,ADD,JIM,d.Havilland Canada DHC-6 Twin O,09/05/2024
TJ2344,delete,09/05/2024,international,ADD,SFO,Boeing 747,09/05/2024
OZ5174,create,09/05/2024,international,ADD,SFO,Boeing 777,09/05/2024
XP5245,create,09/05/2024,international,ADD,SFO,Boeing 747,09/05/2024
HM6801,create,09/05/2024,local,ADD,DIR,Beechcraft 1900,09/05/2024
JI6798,create,09/05/2024,international,ADD,AMS,Airbus A330,09/05/2024
PD3962,create,09/05/2024,international,ADD,SIN,Boeing 747,09/05/2024
WX6487,create,09/05/2024,international,ADD,SFO,Boeing 747,09/05/2024
BC5616,create,09/05/2024,international,ADD,HND,Boeing 767,09/05/2024
QL4351,create,09/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,09/05/2024
YG2241,create,09/05/2024,local,ADD,JIJ,Cessna 208 Caravan,09/05/2024
JJ8710,create,09/05/2024,local,ADD,AXU,Britten-Norman BN-2 Islander,09/05/2024
ER8318,create,09/05/2024,local,ADD,DIR,d.Havilland Canada DHC-6 Twin O,09/05/2024
TV6148,delete,09/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,09/05/2024
CZ2667,delete,09/05/2024,international,ADD,ICN,Boeing 747,09/05/2024
NJ1661,delete,09/05/2024,international,ADD,SIN,Boeing 767,09/05/2024
UN1858,delete,09/05/2024,international,ADD,AMS,Airbus A330,09/05/2024
RH8784,delete,09/05/2024,international,ADD,FRA,Boeing 767,09/05/2024
CY4873,create,09/05/2024,local,ADD,ADD,CASA C-212 Aviocar,09/05/2024
ET3141,create,09/05/2024,local,ADD,JIJ,d.Havilland Canada DHC-6 Twin O,09/05/2024
WC5700,create,09/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,09/05/2024
CU9121,create,09/05/2024,local,ADD,AMH,CASA C-212 Aviocar,09/05/2024
VD3738,create,09/05/2024,international,ADD,AMS,Airbus A330,09/05/2024
EY3558,create,09/05/2024,local,ADD,AMH,Cessna 208 Caravan,09/05/2024
SQ2615,create,09/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,09/05/2024
FN5355,create,09/05/2024,local,ADD,BJR,Cessna 208 Caravan,09/05/2024
NQ9137,create,09/05/2024,local,ADD,JIJ,CASA C-212 Aviocar,09/05/2024
QQ8451,create,09/05/2024,international,ADD,ICN,Airbus A330,09/05/2024
GY1513,create,09/05/2024,international,ADD,SFO,Boeing 787 Dreamliner,09/05/2024
OV4194,create,09/05/2024,local,ADD,ADD,Britten-Norman BN-2 Islander,09/05/2024
EY1046,delete,09/05/2024,international,ADD,SFO,Boeing 777,09/05/2024
CK2985,delete,09/05/2024,international,ADD,SFO,Airbus A330,09/05/2024
RZ6946,delete,09/05/2024,local,ADD,MQX,CASA C-212 Aviocar,09/05/2024
PZ1837,delete,09/05/2024,international,ADD,FRA,Boeing 777,09/05/2024
WY1497,delete,09/05/2024,international,ADD,CDG,Boeing 767,09/05/2024
GH2958,delete,09/05/2024,local,ADD,DIR,CASA C-212 Aviocar,09/05/2024
CO1716,create,09/05/2024,local,ADD,JIM,Britten-Norman BN-2 Islander,09/05/2024
VS3662,create,09/05/2024,international,ADD,JFK,Boeing 777,09/05/2024
HS7891,create,09/05/2024,local,ADD,ADD,Britten-Norman BN-2 Islander,09/05/2024
YH7120,create,09/05/2024,international,ADD,SIN,Airbus A330,09/05/2024
GV3147,create,09/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,09/05/2024
SN9368,create,09/05/2024,international,ADD,SFO,Boeing 767,09/05/2024
DB6126,create,09/05/2024,international,ADD,SFO,Boeing 767,09/05/2024
MI9784,delete,09/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,09/05/2024
RE1726,delete,09/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,09/05/2024
UQ7005,delete,09/05/2024,local,ADD,ADD,Beechcraft 1900,09/05/2024
MT7260,delete,09/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,09/05/2024
WS9728,delete,09/05/2024,international,ADD,CDG,Boeing 777,09/05/2024
RM3731,delete,09/05/2024,international,ADD,SFO,Boeing 747,09/05/2024
KB7598,delete,09/05/2024,international,ADD,AMS,Airbus A330,09/05/2024
NY9483,delete,09/05/2024,international,ADD,SFO,Boeing 767,09/05/2024
LG9765,delete,09/05/2024,local,ADD,AMH,Cessna 208 Caravan,09/05/2024
KG6271,create,09/05/2024,local,ADD,JIM,d.Havilland Canada DHC-6 Twin O,09/05/2024
YP7757,create,09/05/2024,international,ADD,CDG,Boeing 777,09/05/2024
TK2272,create,09/05/2024,international,ADD,FRA,Boeing 767,09/05/2024
NP2033,create,09/05/2024,international,ADD,SFO,Airbus A330,09/05/2024
SQ4137,create,09/05/2024,international,ADD,FRA,Airbus A330,09/05/2024
NB4916,create,09/05/2024,international,ADD,DXB,Boeing 777,09/05/2024
QM4977,create,09/05/2024,international,ADD,ICN,Boeing 747,09/05/2024
ZU3766,create,09/05/2024,local,ADD,ADD,Beechcraft 1900,09/05/2024
KN2390,create,09/05/2024,international,ADD,FRA,Boeing 777,09/05/2024
AF6965,create,09/05/2024,international,ADD,JFK,Boeing 777,09/05/2024
LU8661,create,09/05/2024,international,ADD,LAX,Airbus A330,09/05/2024
WS8245,delete,09/05/2024,local,ADD,ADD,Cessna 208 Caravan,09/05/2024
UW8316,delete,09/05/2024,international,ADD,SFO,Boeing 747,09/05/2024
HC7966,delete,09/05/2024,international,ADD,LAX,Boeing 777,09/05/2024
IV7873,delete,09/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,09/05/2024
FW9444,delete,09/05/2024,international,ADD,JFK,Airbus A330,09/05/2024
QN8442,delete,09/05/2024,local,ADD,LLI,Beechcraft 1900,09/05/2024
LT1753,delete,09/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,09/05/2024
OR7472,delete,09/05/2024,local,ADD,JIM,Beechcraft 1900,09/05/2024
OK6354,delete,09/05/2024,local,ADD,BJR,Beechcraft 1900,09/05/2024
GH8827,create,09/05/2024,international,ADD,FRA,Airbus A330,09/05/2024
HV9023,create,09/05/2024,international,ADD,HND,Boeing 767,09/05/2024
QB1788,create,09/05/2024,local,ADD,MQX,Cessna 208 Caravan,09/05/2024
XH7968,create,09/05/2024,local,ADD,BJR,Beechcraft 1900,09/05/2024
PK9169,create,09/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,09/05/2024
GB4472,create,09/05/2024,international,ADD,HND,Boeing 777,09/05/2024
EE6846,create,09/05/2024,local,ADD,LLI,CASA C-212 Aviocar,09/05/2024
QE1108,delete,09/05/2024,international,ADD,SIN,Boeing 767,09/05/2024
ZS7221,delete,09/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,09/05/2024
QG6517,delete,09/05/2024,local,ADD,DIR,CASA C-212 Aviocar,09/05/2024
ML7696,delete,09/05/2024,local,ADD,JIJ,Cessna 208 Caravan,09/05/2024
TH5766,delete,09/05/2024,international,ADD,SIN,Boeing 777,09/05/2024
TL3918,delete,09/05/2024,international,ADD,JFK,Airbus A330,09/05/2024
EE1960,create,09/05/2024,international,ADD,SIN,Boeing 767,09/05/2024
KU7696,create,09/05/2024,local,ADD,JIJ,d.Havilland Canada DHC-6 Twin O,09/05/2024
JJ9954,create,09/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,09/05/2024
XG5806,create,09/05/2024,local,ADD,AXU,CASA C-212 Aviocar,09/05/2024
XZ5944,create,09/05/2024,local,ADD,JIM,CASA C-212 Aviocar,09/05/2024
FX7630,create,09/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,09/05/2024
OA4560,create,09/05/2024,international,ADD,JFK,Boeing 747,09/05/2024
ZJ9242,create,09/05/2024,local,ADD,GDQ,Cessna 208 Caravan,09/05/2024
ZU3118,create,09/05/2024,local,ADD,LLI,Cessna 208 Caravan,09/05/2024
CY1646,create,09/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,09/05/2024
DO6219,create,09/05/2024,international,ADD,SIN,Boeing 767,09/05/2024
SL7591,create,09/05/2024,local,ADD,MQX,Cessna 208 Caravan,09/05/2024
JI2639,delete,09/05/2024,local,ADD,AXU,Beechcraft 1900,09/05/2024
OW5957,delete,09/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,09/05/2024
IV3635,delete,09/05/2024,local,ADD,GDQ,CASA C-212 Aviocar,09/05/2024
QX8261,delete,09/05/2024,international,ADD,LAX,Boeing 787 Dreamliner,09/05/2024
VW1006,delete,09/05/2024,local,ADD,GDQ,d.Havilland Canada DHC-6 Twin O,09/05/2024
PZ4910,create,09/05/2024,local,ADD,BJR,CASA C-212 Aviocar,09/05/2024
ZF5390,create,09/05/2024,local,ADD,JIJ,Cessna 208 Caravan,09/05/2024
TS1017,create,09/05/2024,international,ADD,FRA,Boeing 747,09/05/2024
ID3886,create,09/05/2024,international,ADD,SFO,Airbus A330,09/05/2024
XA1646,create,09/05/2024,local,ADD,BJR,Beechcraft 1900,09/05/2024
TN3241,delete,09/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,09/05/2024
ZD4172,delete,09/05/2024,international,ADD,HND,Boeing 777,09/05/2024
UY6290,delete,09/05/2024,local,ADD,AXU,CASA C-212 Aviocar,09/05/2024
DG2057,delete,09/05/2024,local,ADD,ADD,CASA C-212 Aviocar,09/05/2024
GV2119,delete,09/05/2024,local,ADD,AXU,Cessna 208 Caravan,09/05/2024
QR7664,delete,09/05/2024,international,ADD,SIN,Boeing 777,09/05/2024
EW3670,delete,09/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,09/05/2024
IL9895,create,09/05/2024,local,ADD,AXU,Cessna 208 Caravan,09/05/2024
WK4581,create,09/05/2024,local,ADD,DIR,d.Havilland Canada DHC-6 Twin O,09/05/2024
XM1974,create,09/05/2024,local,ADD,JIJ,CASA C-212 Aviocar,09/05/2024
IK2550,create,09/05/2024,international,ADD,SFO,Boeing 767,09/05/2024
YW3699,create,09/05/2024,international,ADD,CDG,Boeing 777,09/05/2024
RC8363,create,09/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,09/05/2024
HX7577,create,09/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,09/05/2024
XW5021,create,09/05/2024,international,ADD,LAX,Boeing 747,09/05/2024
CZ5979,delete,09/05/2024,international,ADD,SFO,Airbus A330,09/05/2024
NJ9826,delete,09/05/2024,local,ADD,BJR,Britten-Norman BN-2 Islander,09/05/2024
RJ5945,delete,09/05/2024,local,ADD,JIJ,d.Havilland Canada DHC-6 Twin O,09/05/2024
ON3264,create,09/05/2024,local,ADD,AXU,Beechcraft 1900,09/05/2024
TD5286,create,09/05/2024,international,ADD,ICN,Boeing 787 Dreamliner,09/05/2024
CL7793,create,09/05/2024,international,ADD,AMS,Boeing 747,09/05/2024
FY8664,create,09/05/2024,local,ADD,ADD,Beechcraft 1900,09/05/2024
PE1820,create,09/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,09/05/2024
UG1537,create,09/05/2024,local,ADD,AMH,Britten-Norman BN-2 Islander,09/05/2024
AQ6854,create,09/05/2024,local,ADD,BJR,Beechcraft 1900,09/05/2024
YU1676,delete,09/05/2024,international,ADD,AMS,Airbus A330,09/05/2024
SE8910,delete,09/05/2024,local,ADD,LLI,CASA C-212 Aviocar,09/05/2024
MD9141,delete,09/05/2024,international,ADD,CDG,Boeing 767,09/05/2024
TR7854,create,09/05/2024,international,ADD,LAX,Boeing 747,09/05/2024
IT4474,create,09/05/2024,international,ADD,LAX,Boeing 777,09/05/2024
LC9952,create,09/05/2024,local,ADD,GDQ,Cessna 208 Caravan,09/05/2024
XO2089,create,09/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,09/05/2024
CV6233,create,09/05/2024,international,ADD,CDG,Airbus A330,09/05/2024
YZ5739,create,09/05/2024,international,ADD,AMS,Boeing 787 Dreamliner,09/05/2024
NO9240,create,09/05/2024,local,ADD,LLI,CASA C-212 Aviocar,09/05/2024
MC4038,create,09/05/2024,local,ADD,MQX,Cessna 208 Caravan,09/05/2024
GI9516,create,09/05/2024,local,ADD,JIM,Britten-Norman BN-2 Islander,09/05/2024
LW1544,create,09/05/2024,international,ADD,HND,Boeing 787 Dreamliner,09/05/2024
AZ8670,create,09/05/2024,international,ADD,SIN,Airbus A330,09/05/2024
NY1138,create,09/05/2024,local,ADD,JIJ,CASA C-212 Aviocar,09/05/2024
VZ8392,create,09/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,09/05/2024
RH7090,delete,09/05/2024,international,ADD,SFO,Airbus A330,09/05/2024
WP9946,delete,09/05/2024,local,ADD,AMH,Cessna 208 Caravan,09/05/2024
JA1922,delete,09/05/2024,international,ADD,DXB,Boeing 777,09/05/2024
GF4686,delete,09/05/2024,local,ADD,LLI,d.Havilland Canada DHC-6 Twin O,09/05/2024
PA9838,create,10/05/2024,international,ADD,SFO,Boeing 767,10/05/2024
DD5540,create,10/05/2024,local,ADD,JIJ,CASA C-212 Aviocar,10/05/2024
NU2394,create,10/05/2024,local,ADD,DIR,CASA C-212 Aviocar,10/05/2024
EG4580,create,10/05/2024,international,ADD,ICN,Boeing 777,10/05/2024
QX4789,create,10/05/2024,local,ADD,JIJ,Cessna 208 Caravan,10/05/2024
GB7658,delete,10/05/2024,international,ADD,SIN,Boeing 767,10/05/2024
QI3120,delete,10/05/2024,local,ADD,AMH,Beechcraft 1900,10/05/2024
VQ6424,delete,10/05/2024,local,ADD,LLI,Cessna 208 Caravan,10/05/2024
LR2417,delete,10/05/2024,local,ADD,AXU,Cessna 208 Caravan,10/05/2024
YI1366,delete,10/05/2024,international,ADD,AMS,Airbus A330,10/05/2024
CR9342,delete,10/05/2024,international,ADD,SIN,Boeing 747,10/05/2024
UY5559,delete,10/05/2024,local,ADD,AXU,Beechcraft 1900,10/05/2024
DG5649,delete,10/05/2024,international,ADD,AMS,Airbus A330,10/05/2024
CT6853,create,10/05/2024,local,ADD,DIR,CASA C-212 Aviocar,10/05/2024
VA9391,create,10/05/2024,local,ADD,BJR,CASA C-212 Aviocar,10/05/2024
PE7947,create,10/05/2024,local,ADD,GDQ,Cessna 208 Caravan,10/05/2024
OU9984,create,10/05/2024,local,ADD,JIJ,Cessna 208 Caravan,10/05/2024
YL9203,delete,10/05/2024,local,ADD,LLI,CASA C-212 Aviocar,10/05/2024
GQ3737,delete,10/05/2024,local,ADD,ADD,Beechcraft 1900,10/05/2024
QW7474,delete,10/05/2024,international,ADD,AMS,Boeing 787 Dreamliner,10/05/2024
BM1574,delete,10/05/2024,local,ADD,BJR,CASA C-212 Aviocar,10/05/2024
QS7486,create,10/05/2024,international,ADD,SIN,Airbus A330,10/05/2024
UR3492,create,10/05/2024,international,ADD,SIN,Boeing 747,10/05/2024
HX5984,create,10/05/2024,local,ADD,JIM,d.Havilland Canada DHC-6 Twin O,10/05/2024
QR1315,create,10/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,10/05/2024
TF1179,create,10/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,10/05/2024
CM9983,create,10/05/2024,international,ADD,LAX,Boeing 747,10/05/2024
HX8641,create,10/05/2024,international,ADD,SIN,Boeing 787 Dreamliner,10/05/2024
LX2054,create,10/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,10/05/2024
UJ7384,create,10/05/2024,international,ADD,CDG,Boeing 767,10/05/2024
GI8840,create,10/05/2024,local,ADD,ADD,Cessna 208 Caravan,10/05/2024
SG2414,create,10/05/2024,international,ADD,ICN,Boeing 777,10/05/2024
ZT2881,create,10/05/2024,international,ADD,SIN,Boeing 777,10/05/2024
WT6124,create,10/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,10/05/2024
CJ5002,delete,10/05/2024,local,ADD,ADD,Britten-Norman BN-2 Islander,10/05/2024
UZ8254,delete,10/05/2024,local,ADD,BJR,Britten-Norman BN-2 Islander,10/05/2024
FF4595,delete,10/05/2024,local,ADD,DIR,CASA C-212 Aviocar,10/05/2024
MN2257,delete,10/05/2024,local,ADD,AXU,Cessna 208 Caravan,10/05/2024
PK4432,delete,10/05/2024,local,ADD,JIM,Beechcraft 1900,10/05/2024
BF2398,delete,10/05/2024,local,ADD,DIR,Beechcraft 1900,10/05/2024
OU3017,delete,10/05/2024,international,ADD,AMS,Boeing 747,10/05/2024
KA4668,delete,10/05/2024,international,ADD,LAX,Boeing 747,10/05/2024
HH7882,create,10/05/2024,international,ADD,FRA,Boeing 777,10/05/2024
KQ3875,create,10/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,10/05/2024
WS8397,create,10/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,10/05/2024
SI6239,create,10/05/2024,local,ADD,AXU,Cessna 208 Caravan,10/05/2024
KQ6497,create,10/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,10/05/2024
IF6051,create,10/05/2024,international,ADD,LAX,Boeing 777,10/05/2024
WP1190,create,10/05/2024,local,ADD,JIM,Cessna 208 Caravan,10/05/2024
ZY8981,create,10/05/2024,local,ADD,BJR,Cessna 208 Caravan,10/05/2024
UB3134,create,10/05/2024,international,ADD,HND,Boeing 767,10/05/2024
FP9186,create,10/05/2024,international,ADD,DXB,Boeing 777,10/05/2024
FD7160,create,10/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,10/05/2024
VS9619,create,10/05/2024,international,ADD,DXB,Boeing 767,10/05/2024
HR8912,create,10/05/2024,local,ADD,GDQ,Beechcraft 1900,10/05/2024
EO3219,create,10/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,10/05/2024
XG9286,delete,10/05/2024,international,ADD,SFO,Boeing 767,10/05/2024
PS5274,delete,10/05/2024,international,ADD,DXB,Boeing 787 Dreamliner,10/05/2024
HK7792,delete,10/05/2024,international,ADD,CDG,Boeing 787 Dreamliner,10/05/2024
KY1003,delete,10/05/2024,local,ADD,LLI,d.Havilland Canada DHC-6 Twin O,10/05/2024
DZ3191,delete,10/05/2024,local,ADD,GDQ,Beechcraft 1900,10/05/2024
VE4129,delete,10/05/2024,international,ADD,CDG,Boeing 767,10/05/2024
UI8321,delete,10/05/2024,international,ADD,DXB,Boeing 787 Dreamliner,10/05/2024
DD7384,delete,10/05/2024,international,ADD,FRA,Airbus A330,10/05/2024
HY4529,delete,10/05/2024,international,ADD,FRA,Airbus A330,10/05/2024
HD7920,create,10/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,10/05/2024
NU3248,create,10/05/2024,local,ADD,LLI,d.Havilland Canada DHC-6 Twin O,10/05/2024
IR6463,create,10/05/2024,international,ADD,LAX,Airbus A330,10/05/2024
UA4442,create,10/05/2024,international,ADD,FRA,Boeing 767,10/05/2024
EL8341,create,10/05/2024,local,ADD,JIM,CASA C-212 Aviocar,10/05/2024
HK6463,create,10/05/2024,local,ADD,AMH,d.Havilland Canada DHC-6 Twin O,10/05/2024
LP2196,create,10/05/2024,international,ADD,HND,Boeing 747,10/05/2024
NZ8795,create,10/05/2024,international,ADD,DXB,Boeing 777,10/05/2024
HN3797,create,10/05/2024,international,ADD,JFK,Airbus A330,10/05/2024
AC9131,create,10/05/2024,local,ADD,AXU,Cessna 208 Caravan,10/05/2024
DF3327,delete,10/05/2024,local,ADD,JIM,Britten-Norman BN-2 Islander,10/05/2024
ZX6142,delete,10/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,10/05/2024
ZJ5240,delete,10/05/2024,international,ADD,SFO,Boeing 747,10/05/2024
CN8016,delete,10/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,10/05/2024
FP8884,delete,10/05/2024,local,ADD,AMH,Beechcraft 1900,10/05/2024
BB5972,create,10/05/2024,local,ADD,LLI,Cessna 208 Caravan,10/05/2024
WC7200,create,10/05/2024,local,ADD,JIM,Britten-Norman BN-2 Islander,10/05/2024
SD3236,create,10/05/2024,local,ADD,JIM,Britten-Norman BN-2 Islander,10/05/2024
SW4551,create,10/05/2024,local,ADD,JIM,Cessna 208 Caravan,10/05/2024
HZ8407,create,10/05/2024,local,ADD,LLI,Cessna 208 Caravan,10/05/2024
NW2110,create,10/05/2024,international,ADD,AMS,Boeing 777,10/05/2024
UU4121,create,10/05/2024,international,ADD,SFO,Boeing 787 Dreamliner,10/05/2024
DH3132,create,10/05/2024,local,ADD,LLI,Cessna 208 Caravan,10/05/2024
XO4675,create,10/05/2024,international,ADD,SFO,Boeing 777,10/05/2024
HM7290,delete,10/05/2024,local,ADD,AMH,Britten-Norman BN-2 Islander,10/05/2024
KV9729,delete,10/05/2024,international,ADD,LAX,Airbus A330,10/05/2024
JI6956,delete,10/05/2024,international,ADD,SFO,Boeing 787 Dreamliner,10/05/2024
SN9562,create,10/05/2024,local,ADD,JIM,Britten-Norman BN-2 Islander,10/05/2024
HA9204,create,10/05/2024,international,ADD,FRA,Boeing 777,10/05/2024
TV9800,create,10/05/2024,local,ADD,LLI,Beechcraft 1900,10/05/2024
XT3901,create,10/05/2024,local,ADD,AXU,Britten-Norman BN-2 Islander,10/05/2024
DL6239,delete,10/05/2024,international,ADD,FRA,Boeing 747,10/05/2024
BL3638,delete,10/05/2024,international,ADD,CDG,Airbus A330,10/05/2024
VE7899,delete,10/05/2024,international,ADD,SFO,Boeing 767,10/05/2024
MR4294,delete,10/05/2024,international,ADD,CDG,Boeing 767,10/05/2024
MM3416,delete,10/05/2024,local,ADD,JIM,d.Havilland Canada DHC-6 Twin O,10/05/2024
GQ1573,delete,10/05/2024,local,ADD,ADD,Beechcraft 1900,10/05/2024
UZ7471,delete,10/05/2024,international,ADD,SIN,Boeing 747,10/05/2024
YL8011,create,10/05/2024,local,ADD,GDQ,CASA C-212 Aviocar,10/05/2024
BF4743,create,10/05/2024,international,ADD,ICN,Boeing 777,10/05/2024
WD1639,create,10/05/2024,local,ADD,AMH,Beechcraft 1900,10/05/2024
SR2423,create,10/05/2024,international,ADD,LAX,Airbus A330,10/05/2024
IY9220,create,10/05/2024,international,ADD,LAX,Boeing 787 Dreamliner,10/05/2024
CF8441,delete,10/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,10/05/2024
PJ2990,delete,10/05/2024,international,ADD,CDG,Airbus A330,10/05/2024
YI3636,delete,10/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,10/05/2024
FW9474,delete,10/05/2024,international,ADD,SFO,Airbus A330,10/05/2024
AR3424,delete,10/05/2024,international,ADD,CDG,Boeing 767,10/05/2024
ZJ4141,delete,10/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,10/05/2024
BN2652,delete,10/05/2024,international,ADD,JFK,Boeing 777,10/05/2024
SZ8513,delete,10/05/2024,international,ADD,CDG,Airbus A330,10/05/2024
NU6986,delete,10/05/2024,local,ADD,LLI,Beechcraft 1900,10/05/2024
XR4150,create,10/05/2024,international,ADD,LAX,Airbus A330,10/05/2024
CN4705,create,10/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,10/05/2024
CM8110,create,10/05/2024,local,ADD,AMH,d.Havilland Canada DHC-6 Twin O,10/05/2024
MU6024,create,10/05/2024,international,ADD,SIN,Boeing 767,10/05/2024
DM3152,create,10/05/2024,local,ADD,DIR,d.Havilland Canada DHC-6 Twin O,10/05/2024
TL9819,create,10/05/2024,local,ADD,MQX,Beechcraft 1900,10/05/2024
AU3416,create,10/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,10/05/2024
HO2722,create,10/05/2024,international,ADD,SIN,Airbus A330,10/05/2024
GT4427,create,10/05/2024,international,ADD,LAX,Airbus A330,10/05/2024
VQ7033,create,10/05/2024,international,ADD,JFK,Boeing 777,10/05/2024
JZ9573,create,10/05/2024,local,ADD,AMH,Beechcraft 1900,10/05/2024
DX5437,delete,10/05/2024,international,ADD,AMS,Boeing 767,10/05/2024
TT2868,delete,10/05/2024,international,ADD,CDG,Boeing 747,10/05/2024
QN6704,delete,10/05/2024,international,ADD,LAX,Airbus A330,10/05/2024
GZ1643,delete,10/05/2024,local,ADD,JIJ,d.Havilland Canada DHC-6 Twin O,10/05/2024
RP9088,delete,10/05/2024,local,ADD,MQX,Beechcraft 1900,10/05/2024
VM8224,delete,10/05/2024,local,ADD,JIJ,d.Havilland Canada DHC-6 Twin O,10/05/2024
ND9832,delete,10/05/2024,local,ADD,LLI,CASA C-212 Aviocar,10/05/2024
KI6068,delete,10/05/2024,local,ADD,MQX,Cessna 208 Caravan,10/05/2024
NF3434,create,10/05/2024,local,ADD,DIR,CASA C-212 Aviocar,10/05/2024
UU7249,create,10/05/2024,international,ADD,SFO,Boeing 747,10/05/2024
NN5491,create,10/05/2024,international,ADD,SFO,Boeing 787 Dreamliner,10/05/2024
QQ1979,create,10/05/2024,local,ADD,AXU,CASA C-212 Aviocar,10/05/2024
WB2495,delete,10/05/2024,local,ADD,AMH,Britten-Norman BN-2 Islander,10/05/2024
XU3864,delete,10/05/2024,international,ADD,AMS,Airbus A330,10/05/2024
XG1072,delete,10/05/2024,local,ADD,AMH,Beechcraft 1900,10/05/2024
XF2840,delete,10/05/2024,international,ADD,AMS,Boeing 787 Dreamliner,10/05/2024
RO3402,delete,10/05/2024,local,ADD,DIR,d.Havilland Canada DHC-6 Twin O,10/05/2024
SM8803,delete,10/05/2024,international,ADD,LAX,Boeing 787 Dreamliner,10/05/2024
DG4736,delete,10/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,10/05/2024
HG7357,create,10/05/2024,local,ADD,JIM,CASA C-212 Aviocar,10/05/2024
FZ5657,create,10/05/2024,international,ADD,DXB,Boeing 767,10/05/2024
DU4397,create,10/05/2024,international,ADD,SIN,Boeing 777,10/05/2024
BP8953,create,10/05/2024,international,ADD,SFO,Airbus A330,10/05/2024
QI7544,create,10/05/2024,local,ADD,JIJ,Beechcraft 1900,10/05/2024
ZB4902,create,10/05/2024,international,ADD,LAX,Boeing 767,10/05/2024
JM3962,create,10/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,10/05/2024
JL9151,create,10/05/2024,international,ADD,SIN,Boeing 787 Dreamliner,10/05/2024
HX3808,create,10/05/2024,local,ADD,BJR,CASA C-212 Aviocar,10/05/2024
