flightId,updatedAt,updatedDate,reason,description
PY9936,10/05/2024,10/05/2024,Weather Conditions,no description provided
VU1671,10/05/2024,10/05/2024,Weather Conditions,no description provided
JM6668,10/05/2024,10/05/2024,Weather Conditions,no description provided
HX2526,10/05/2024,10/05/2024,Weather Conditions,no description provided
DP3209,10/05/2024,10/05/2024,Weather Conditions,no description provided
ZX4767,10/05/2024,10/05/2024,Weather Conditions,no description provided
TI2999,10/05/2024,10/05/2024,Weather Conditions,no description provided
LE1823,10/05/2024,10/05/2024,Weather Conditions,no description provided
DF4137,10/05/2024,10/05/2024,Weather Conditions,no description provided
OD5678,10/05/2024,10/05/2024,Weather Conditions,no description provided
LF3297,10/05/2024,10/05/2024,Weather Conditions,no description provided
JG5351,10/05/2024,10/05/2024,Weather Conditions,no description provided
AT4936,10/05/2024,10/05/2024,Weather Conditions,no description provided
TI8625,10/05/2024,10/05/2024,Weather Conditions,no description provided
KB8277,10/05/2024,10/05/2024,Weather Conditions,no description provided
SD3461,10/05/2024,10/05/2024,Weather Conditions,no description provided
ZB8014,10/05/2024,10/05/2024,Weather Conditions,no description provided
RQ4662,10/05/2024,10/05/2024,Weather Conditions,no description provided
TM7571,10/05/2024,10/05/2024,Weather Conditions,no description provided
RU3532,10/05/2024,10/05/2024,Weather Conditions,no description provided
DJ6850,10/05/2024,10/05/2024,Weather Conditions,no description provided
BV3784,10/05/2024,10/05/2024,Weather Conditions,no description provided
MJ7360,10/05/2024,10/05/2024,Weather Conditions,no description provided
TD3605,10/05/2024,10/05/2024,Weather Conditions,no description provided
NI9383,10/05/2024,10/05/2024,Weather Conditions,no description provided
OM4957,10/05/2024,10/05/2024,Weather Conditions,no description provided
GJ6006,10/05/2024,10/05/2024,Weather Conditions,no description provided
OA1146,10/05/2024,10/05/2024,Weather Conditions,no description provided
GY2560,10/05/2024,10/05/2024,Weather Conditions,no description provided
VP6991,10/05/2024,10/05/2024,Weather Conditions,no description provided
TT1138,10/05/2024,10/05/2024,Weather Conditions,no description provided
RQ4976,10/05/2024,10/05/2024,Weather Conditions,no description provided
CC5561,10/05/2024,10/05/2024,Weather Conditions,no description provided
AD5991,10/05/2024,10/05/2024,Weather Conditions,no description provided
IA9458,10/05/2024,10/05/2024,Weather Conditions,no description provided
VH6439,10/05/2024,10/05/2024,Weather Conditions,no description provided
RR9404,10/05/2024,10/05/2024,Weather Conditions,no description provided
IA6105,10/05/2024,10/05/2024,Weather Conditions,no description provided
IG8644,10/05/2024,10/05/2024,Weather Conditions,no description provided
AY4958,10/05/2024,10/05/2024,Weather Conditions,no description provided
YE9409,10/05/2024,10/05/2024,Weather Conditions,no description provided
KL7901,10/05/2024,10/05/2024,Weather Conditions,no description provided
QE4241,10/05/2024,10/05/2024,Weather Conditions,no description provided
CU1489,10/05/2024,10/05/2024,Weather Conditions,no description provided
OX8071,10/05/2024,10/05/2024,Weather Conditions,no description provided
QD3582,10/05/2024,10/05/2024,Weather Conditions,no description provided
LD6492,10/05/2024,10/05/2024,Weather Conditions,no description provided
EG4619,10/05/2024,10/05/2024,Weather Conditions,no description provided
TS1843,10/05/2024,10/05/2024,Weather Conditions,no description provided
BG8804,10/05/2024,10/05/2024,Weather Conditions,no description provided
MN9078,10/05/2024,10/05/2024,Weather Conditions,no description provided
MR2357,10/05/2024,10/05/2024,Weather Conditions,no description provided
LO7965,10/05/2024,10/05/2024,Weather Conditions,no description provided
GZ4469,10/05/2024,10/05/2024,Weather Conditions,no description provided
SU9232,10/05/2024,10/05/2024,Weather Conditions,no description provided
HM5080,10/05/2024,10/05/2024,Weather Conditions,no description provided
LM3216,10/05/2024,10/05/2024,Weather Conditions,no description provided
DX6858,10/05/2024,10/05/2024,Weather Conditions,no description provided
AR9782,10/05/2024,10/05/2024,Weather Conditions,no description provided
UB2901,10/05/2024,10/05/2024,Weather Conditions,no description provided
EP4947,10/05/2024,10/05/2024,Weather Conditions,no description provided
AU3701,10/05/2024,10/05/2024,Weather Conditions,no description provided
ER8062,10/05/2024,10/05/2024,Weather Conditions,no description provided
YY4021,10/05/2024,10/05/2024,Weather Conditions,no description provided
EE6801,10/05/2024,10/05/2024,Weather Conditions,no description provided
DR3309,10/05/2024,10/05/2024,Weather Conditions,no description provided
AN1992,10/05/2024,10/05/2024,Weather Conditions,no description provided
BP8887,10/05/2024,10/05/2024,Weather Conditions,no description provided
BR2460,10/05/2024,10/05/2024,Weather Conditions,no description provided
KW3537,10/05/2024,10/05/2024,Weather Conditions,no description provided
ZW4941,10/05/2024,10/05/2024,Weather Conditions,no description provided
LP4419,10/05/2024,10/05/2024,Weather Conditions,no description provided
LS1486,10/05/2024,10/05/2024,Weather Conditions,no description provided
JL5337,10/05/2024,10/05/2024,Weather Conditions,no description provided
FV2804,10/05/2024,10/05/2024,Weather Conditions,no description provided
BO3863,10/05/2024,10/05/2024,Weather Conditions,no description provided
QT4687,10/05/2024,10/05/2024,Weather Conditions,no description provided
KX2884,10/05/2024,10/05/2024,Weather Conditions,no description provided
RB9036,10/05/2024,10/05/2024,Weather Conditions,no description provided
RK9653,10/05/2024,10/05/2024,Weather Conditions,no description provided
FV1434,10/05/2024,10/05/2024,Weather Conditions,no description provided
KA7953,10/05/2024,10/05/2024,Weather Conditions,no description provided
HE4046,10/05/2024,10/05/2024,Weather Conditions,no description provided
EZ7611,10/05/2024,10/05/2024,Weather Conditions,no description provided
TW9743,10/05/2024,10/05/2024,Weather Conditions,no description provided
QK1432,10/05/2024,10/05/2024,Weather Conditions,no description provided
TY3450,10/05/2024,10/05/2024,Weather Conditions,no description provided
GV6420,10/05/2024,10/05/2024,Weather Conditions,no description provided
NR3360,10/05/2024,10/05/2024,Weather Conditions,no description provided
DE2797,10/05/2024,10/05/2024,Weather Conditions,no description provided
LA8194,10/05/2024,10/05/2024,Weather Conditions,no description provided
VK8367,10/05/2024,10/05/2024,Weather Conditions,no description provided
SF7708,10/05/2024,10/05/2024,Weather Conditions,no description provided
TF3433,10/05/2024,10/05/2024,Weather Conditions,no description provided
CE2750,10/05/2024,10/05/2024,Weather Conditions,no description provided
XL8611,10/05/2024,10/05/2024,Weather Conditions,no description provided
HM1887,10/05/2024,10/05/2024,Weather Conditions,no description provided
LL6038,10/05/2024,10/05/2024,Weather Conditions,no description provided
HE2031,10/05/2024,10/05/2024,Weather Conditions,no description provided
NV7092,10/05/2024,10/05/2024,Weather Conditions,no description provided
VF4219,10/05/2024,10/05/2024,Weather Conditions,no description provided
AF3430,10/05/2024,10/05/2024,Weather Conditions,no description provided
KA2515,10/05/2024,10/05/2024,Weather Conditions,no description provided
MI1486,10/05/2024,10/05/2024,Weather Conditions,no description provided
WW6172,10/05/2024,10/05/2024,Weather Conditions,no description provided
KR1582,10/05/2024,10/05/2024,Weather Conditions,no description provided
ZG1019,10/05/2024,10/05/2024,Weather Conditions,no description provided
IA1273,10/05/2024,10/05/2024,Weather Conditions,no description provided
PQ4304,10/05/2024,10/05/2024,Weather Conditions,no description provided
FS7861,10/05/2024,10/05/2024,Weather Conditions,no description provided
KG7131,10/05/2024,10/05/2024,Weather Conditions,no description provided
GO4469,10/05/2024,10/05/2024,Weather Conditions,no description provided
UO2705,10/05/2024,10/05/2024,Weather Conditions,no description provided
NL3524,10/05/2024,10/05/2024,Weather Conditions,no description provided
LQ6832,10/05/2024,10/05/2024,Weather Conditions,no description provided
HW6741,10/05/2024,10/05/2024,Weather Conditions,no description provided
WY7384,10/05/2024,10/05/2024,Weather Conditions,no description provided
EC9299,10/05/2024,10/05/2024,Weather Conditions,no description provided
QX1741,10/05/2024,10/05/2024,Weather Conditions,no description provided
QX1741,10/05/2024,10/05/2024,Weather Conditions,no description provided
EL8421,10/05/2024,10/05/2024,Weather Conditions,no description provided
LI2646,10/05/2024,10/05/2024,Weather Conditions,no description provided
MZ1093,10/05/2024,10/05/2024,Weather Conditions,no description provided
JL7731,10/05/2024,10/05/2024,Weather Conditions,no description provided
FF8898,10/05/2024,24/05/2024,Weather Conditions,no description provided
IM1051,10/05/2024,10/05/2024,Weather Conditions,no description provided
FF8898,10/05/2024,24/05/2024,Weather Conditions,no description provided
SZ2071,10/05/2024,10/05/2024,Weather Conditions,no description provided
UF4580,10/05/2024,10/05/2024,Weather Conditions,no description provided
TI7652,10/05/2024,10/05/2024,Weather Conditions,no description provided
HH1828,10/05/2024,10/05/2024,Weather Conditions,no description provided
QB3044,10/05/2024,10/05/2024,Weather Conditions,no description provided
IC8239,10/05/2024,10/05/2024,Weather Conditions,no description provided
PH1750,10/05/2024,10/05/2024,Weather Conditions,no description provided
PZ4142,10/05/2024,10/05/2024,Weather Conditions,no description provided
TV3426,10/05/2024,10/05/2024,Weather Conditions,no description provided
VU4353,10/05/2024,10/05/2024,Weather Conditions,no description provided
TX4890,10/05/2024,10/05/2024,Weather Conditions,no description provided
OA4357,10/05/2024,10/05/2024,Weather Conditions,no description provided
HH9303,10/05/2024,10/05/2024,Weather Conditions,no description provided
DW2466,10/05/2024,10/05/2024,Weather Conditions,no description provided
XT3869,10/05/2024,10/05/2024,Weather Conditions,no description provided
KZ9167,10/05/2024,10/05/2024,Weather Conditions,no description provided
BY4091,10/05/2024,10/05/2024,Weather Conditions,no description provided
BE5305,10/05/2024,10/05/2024,Weather Conditions,no description provided
EQ6026,10/05/2024,10/05/2024,Weather Conditions,no description provided
JR1677,10/05/2024,10/05/2024,Weather Conditions,no description provided
CQ6778,10/05/2024,10/05/2024,Weather Conditions,no description provided
XT1082,10/05/2024,10/05/2024,Weather Conditions,no description provided
ZI9885,10/05/2024,10/05/2024,Weather Conditions,no description provided
ML9713,10/05/2024,10/05/2024,Weather Conditions,no description provided
VQ5492,10/05/2024,10/05/2024,Weather Conditions,no description provided
OI1487,10/05/2024,10/05/2024,Weather Conditions,no description provided
HG6736,10/05/2024,10/05/2024,Weather Conditions,no description provided
NA4184,10/05/2024,10/05/2024,Weather Conditions,no description provided
DG2337,10/05/2024,10/05/2024,Weather Conditions,no description provided
FB1331,10/05/2024,10/05/2024,Weather Conditions,no description provided
OJ3055,10/05/2024,10/05/2024,Weather Conditions,no description provided
OJ3055,10/05/2024,10/05/2024,Weather Conditions,no description provided
VN3477,10/05/2024,10/05/2024,Weather Conditions,no description provided
VN3477,10/05/2024,10/05/2024,Weather Conditions,no description provided
AW5691,10/05/2024,10/05/2024,Weather Conditions,no description provided
IM8292,10/05/2024,10/05/2024,Weather Conditions,no description provided
AW1779,10/05/2024,10/05/2024,Weather Conditions,no description provided
GD5885,10/05/2024,10/05/2024,Weather Conditions,no description provided
GD5885,10/05/2024,10/05/2024,Weather Conditions,no description provided
LL9043,10/05/2024,10/05/2024,Weather Conditions,no description provided
SA5386,10/05/2024,10/05/2024,Weather Conditions,no description provided
PD3492,10/05/2024,10/05/2024,Weather Conditions,no description provided
GS3462,10/05/2024,10/05/2024,Weather Conditions,no description provided
GT3319,10/05/2024,10/05/2024,Weather Conditions,no description provided
HV5796,10/05/2024,10/05/2024,Weather Conditions,no description provided
OC5382,10/05/2024,10/05/2024,Weather Conditions,no description provided
EM6854,10/05/2024,10/05/2024,Weather Conditions,no description provided
MK2883,10/05/2024,10/05/2024,Weather Conditions,no description provided
TO3052,10/05/2024,10/05/2024,Weather Conditions,no description provided
CZ8286,10/05/2024,10/05/2024,Weather Conditions,no description provided
CD9342,10/05/2024,10/05/2024,Weather Conditions,no description provided
YA3120,10/05/2024,10/05/2024,Weather Conditions,no description provided
WB1300,10/05/2024,10/05/2024,Weather Conditions,no description provided
AC6348,10/05/2024,10/05/2024,Weather Conditions,no description provided
WU1776,10/05/2024,10/05/2024,Weather Conditions,no description provided
XM3515,10/05/2024,10/05/2024,Weather Conditions,no description provided
FB2104,10/05/2024,10/05/2024,Weather Conditions,no description provided
JY2335,10/05/2024,10/05/2024,Weather Conditions,no description provided
XV1081,10/05/2024,10/05/2024,Weather Conditions,no description provided
WV6142,10/05/2024,10/05/2024,Weather Conditions,no description provided
MT7643,10/05/2024,10/05/2024,Weather Conditions,no description provided
IZ2353,10/05/2024,10/05/2024,Weather Conditions,no description provided
RB7528,10/05/2024,10/05/2024,Weather Conditions,no description provided
NM9494,10/05/2024,10/05/2024,Weather Conditions,no description provided
KY4563,10/05/2024,10/05/2024,Weather Conditions,no description provided
RA7997,10/05/2024,10/05/2024,Weather Conditions,no description provided
WF2530,10/05/2024,10/05/2024,Weather Conditions,no description provided
UR6009,10/05/2024,10/05/2024,Weather Conditions,no description provided
PN7000,10/05/2024,10/05/2024,Weather Conditions,no description provided
KM7488,10/05/2024,10/05/2024,Weather Conditions,no description provided
ZM5101,10/05/2024,10/05/2024,Weather Conditions,no description provided
YA2704,10/05/2024,10/05/2024,Weather Conditions,no description provided
KI4350,10/05/2024,10/05/2024,Weather Conditions,no description provided
DW3933,10/05/2024,10/05/2024,Weather Conditions,no description provided
JD2227,10/05/2024,10/05/2024,Weather Conditions,no description provided
AR8720,10/05/2024,10/05/2024,Weather Conditions,no description provided
HR1801,10/05/2024,10/05/2024,Weather Conditions,no description provided
XY2021,10/05/2024,10/05/2024,Weather Conditions,no description provided
XL7949,10/05/2024,10/05/2024,Weather Conditions,no description provided
SI6863,10/05/2024,10/05/2024,Weather Conditions,no description provided
EC1643,10/05/2024,10/05/2024,Weather Conditions,no description provided
HZ1016,10/05/2024,10/05/2024,Weather Conditions,no description provided
EB2599,10/05/2024,10/05/2024,Weather Conditions,no description provided
HZ1016,10/05/2024,10/05/2024,Weather Conditions,no description provided
EB2599,10/05/2024,10/05/2024,Weather Conditions,no description provided
HL3816,10/05/2024,10/05/2024,Weather Conditions,no description provided
HL3816,10/05/2024,10/05/2024,Weather Conditions,no description provided
FN8239,10/05/2024,10/05/2024,Weather Conditions,no description provided
NG8254,10/05/2024,10/05/2024,Weather Conditions,no description provided
QK4354,10/05/2024,10/05/2024,Weather Conditions,no description provided
MZ5577,10/05/2024,10/05/2024,Weather Conditions,no description provided
JN7431,10/05/2024,10/05/2024,Weather Conditions,no description provided
SW6772,10/05/2024,10/05/2024,Weather Conditions,no description provided
SW6772,10/05/2024,10/05/2024,Weather Conditions,no description provided
BJ9194,10/05/2024,10/05/2024,Weather Conditions,no description provided
EL9883,10/05/2024,10/05/2024,Weather Conditions,no description provided
XA7457,10/05/2024,10/05/2024,Weather Conditions,no description provided
FX1703,10/05/2024,10/05/2024,Weather Conditions,no description provided
TW1478,10/05/2024,10/05/2024,Weather Conditions,no description provided
TL9829,10/05/2024,10/05/2024,Weather Conditions,no description provided
TL9829,10/05/2024,10/05/2024,Weather Conditions,no description provided
FN8422,10/05/2024,10/05/2024,Weather Conditions,no description provided
FW8628,10/05/2024,10/05/2024,Weather Conditions,no description provided
MJ2284,10/05/2024,10/05/2024,Weather Conditions,no description provided
FQ8340,10/05/2024,10/05/2024,Weather Conditions,no description provided
VQ6650,10/05/2024,10/05/2024,Weather Conditions,no description provided
VQ6650,10/05/2024,10/05/2024,Weather Conditions,no description provided
LD1010,10/05/2024,10/05/2024,Weather Conditions,no description provided
JY8200,10/05/2024,10/05/2024,Weather Conditions,no description provided
VY5989,10/05/2024,10/05/2024,Weather Conditions,no description provided
XH3127,10/05/2024,10/05/2024,Weather Conditions,no description provided
PE2075,10/05/2024,10/05/2024,Weather Conditions,no description provided
RZ3814,10/05/2024,10/05/2024,Weather Conditions,no description provided
HC3033,10/05/2024,10/05/2024,Weather Conditions,no description provided
KY9366,10/05/2024,10/05/2024,Weather Conditions,no description provided
YM4400,10/05/2024,10/05/2024,Weather Conditions,no description provided
KB5174,10/05/2024,10/05/2024,Weather Conditions,no description provided
OZ4449,10/05/2024,10/05/2024,Weather Conditions,no description provided
GL5152,10/05/2024,10/05/2024,Weather Conditions,no description provided
GL5152,10/05/2024,10/05/2024,Weather Conditions,no description provided
VO6714,10/05/2024,10/05/2024,Weather Conditions,no description provided
UQ4318,10/05/2024,10/05/2024,Weather Conditions,no description provided
HS6090,10/05/2024,10/05/2024,Weather Conditions,no description provided
HU4860,10/05/2024,10/05/2024,Weather Conditions,no description provided
AU7144,10/05/2024,10/05/2024,Weather Conditions,no description provided
DV3184,10/05/2024,10/05/2024,Weather Conditions,no description provided
GX6910,10/05/2024,10/05/2024,Weather Conditions,no description provided
BT9809,10/05/2024,10/05/2024,Weather Conditions,no description provided
BT9809,10/05/2024,10/05/2024,Weather Conditions,no description provided
ZM3270,10/05/2024,10/05/2024,Weather Conditions,no description provided
ZM3270,10/05/2024,10/05/2024,Weather Conditions,no description provided
FT5526,10/05/2024,10/05/2024,Weather Conditions,no description provided
GU9969,10/05/2024,10/05/2024,Weather Conditions,no description provided
GY9457,10/05/2024,10/05/2024,Weather Conditions,no description provided
CH6398,10/05/2024,10/05/2024,Weather Conditions,no description provided
WK4212,10/05/2024,10/05/2024,Weather Conditions,no description provided
DB3204,10/05/2024,10/05/2024,Weather Conditions,no description provided
XR5691,10/05/2024,10/05/2024,Weather Conditions,no description provided
XR5691,10/05/2024,10/05/2024,Weather Conditions,no description provided
VI1509,10/05/2024,10/05/2024,Weather Conditions,no description provided
AU4824,10/05/2024,10/05/2024,Weather Conditions,no description provided
AV5100,10/05/2024,10/05/2024,Weather Conditions,no description provided
SV5447,10/05/2024,10/05/2024,Weather Conditions,no description provided
VY5600,10/05/2024,10/05/2024,Weather Conditions,no description provided
ZH1492,10/05/2024,10/05/2024,Weather Conditions,no description provided
NA6407,10/05/2024,10/05/2024,Weather Conditions,no description provided
UJ2773,10/05/2024,10/05/2024,Weather Conditions,no description provided
GW3156,10/05/2024,10/05/2024,Weather Conditions,no description provided
ZZ7214,10/05/2024,10/05/2024,Weather Conditions,no description provided
MT2549,10/05/2024,10/05/2024,Weather Conditions,no description provided
WZ4196,10/05/2024,10/05/2024,Weather Conditions,no description provided
UD6272,10/05/2024,10/05/2024,Weather Conditions,no description provided
KB6198,10/05/2024,10/05/2024,Weather Conditions,no description provided
NR7539,10/05/2024,10/05/2024,Weather Conditions,no description provided
WL9308,10/05/2024,10/05/2024,Weather Conditions,no description provided
UE3363,10/05/2024,10/05/2024,Weather Conditions,no description provided
VG9083,10/05/2024,10/05/2024,Weather Conditions,no description provided
ZK7640,10/05/2024,10/05/2024,Weather Conditions,no description provided
OF3185,10/05/2024,10/05/2024,Weather Conditions,no description provided
ZK7640,10/05/2024,10/05/2024,Weather Conditions,no description provided
OF3185,10/05/2024,10/05/2024,Weather Conditions,no description provided
MY6838,10/05/2024,10/05/2024,Weather Conditions,no description provided
AO1785,10/05/2024,10/05/2024,Weather Conditions,no description provided
MK8533,10/05/2024,10/05/2024,Weather Conditions,no description provided
KU3574,10/05/2024,10/05/2024,Weather Conditions,no description provided
EA4160,10/05/2024,10/05/2024,Weather Conditions,no description provided
EA4160,10/05/2024,10/05/2024,Weather Conditions,no description provided
UG4785,10/05/2024,10/05/2024,Weather Conditions,no description provided
LQ3691,10/05/2024,10/05/2024,Weather Conditions,no description provided
DN7892,10/05/2024,10/05/2024,Weather Conditions,no description provided
RM6653,10/05/2024,10/05/2024,Weather Conditions,no description provided
FP6259,10/05/2024,10/05/2024,Weather Conditions,no description provided
RD3166,10/05/2024,10/05/2024,Weather Conditions,no description provided
DZ3707,10/05/2024,10/05/2024,Weather Conditions,no description provided
WU1441,10/05/2024,10/05/2024,Weather Conditions,no description provided
DT7291,10/05/2024,10/05/2024,Weather Conditions,no description provided
FL5394,10/05/2024,10/05/2024,Weather Conditions,no description provided
RE3981,10/05/2024,10/05/2024,Weather Conditions,no description provided
QV5769,10/05/2024,10/05/2024,Weather Conditions,no description provided
CF4064,10/05/2024,10/05/2024,Weather Conditions,no description provided
QL7548,10/05/2024,10/05/2024,Weather Conditions,no description provided
QL7548,10/05/2024,10/05/2024,Weather Conditions,no description provided
YL2825,10/05/2024,10/05/2024,Weather Conditions,no description provided
PN5898,10/05/2024,10/05/2024,Weather Conditions,no description provided
JR4577,10/05/2024,10/05/2024,Weather Conditions,no description provided
AE8303,10/05/2024,10/05/2024,Weather Conditions,no description provided
DC9958,10/05/2024,10/05/2024,Weather Conditions,no description provided
PS3809,10/05/2024,10/05/2024,Weather Conditions,no description provided
ZR4120,10/05/2024,10/05/2024,Weather Conditions,no description provided
EG1810,10/05/2024,10/05/2024,Weather Conditions,no description provided
UN7479,10/05/2024,10/05/2024,Weather Conditions,no description provided
PZ3172,10/05/2024,10/05/2024,Weather Conditions,no description provided
RQ1489,10/05/2024,10/05/2024,Weather Conditions,no description provided
VA1722,10/05/2024,10/05/2024,Weather Conditions,no description provided
RQ1489,10/05/2024,10/05/2024,Weather Conditions,no description provided
VA1722,10/05/2024,10/05/2024,Weather Conditions,no description provided
IZ4192,10/05/2024,10/05/2024,Weather Conditions,no description provided
QC9983,10/05/2024,10/05/2024,Weather Conditions,no description provided
OX6078,10/05/2024,10/05/2024,Weather Conditions,no description provided
DV8738,10/05/2024,10/05/2024,Weather Conditions,no description provided
CH6974,10/05/2024,10/05/2024,Weather Conditions,no description provided
ND1927,10/05/2024,10/05/2024,Weather Conditions,no description provided
MO9921,10/05/2024,10/05/2024,Weather Conditions,no description provided
MO5450,10/05/2024,10/05/2024,Weather Conditions,no description provided
HG7615,10/05/2024,10/05/2024,Weather Conditions,no description provided
GX8478,10/05/2024,10/05/2024,Weather Conditions,no description provided
ZG1471,10/05/2024,10/05/2024,Weather Conditions,no description provided
WG3268,10/05/2024,10/05/2024,Weather Conditions,no description provided
RF4763,10/05/2024,10/05/2024,Weather Conditions,no description provided
WA8635,10/05/2024,10/05/2024,Weather Conditions,no description provided
LB7851,10/05/2024,10/05/2024,Weather Conditions,no description provided
AW5722,10/05/2024,10/05/2024,Weather Conditions,no description provided
CA1854,10/05/2024,10/05/2024,Weather Conditions,no description provided
UH6683,10/05/2024,10/05/2024,Weather Conditions,no description provided
OE6592,10/05/2024,10/05/2024,Weather Conditions,no description provided
TX3937,10/05/2024,10/05/2024,Weather Conditions,no description provided
GJ9015,10/05/2024,10/05/2024,Weather Conditions,no description provided
HQ4346,10/05/2024,10/05/2024,Weather Conditions,no description provided
LA6155,10/05/2024,10/05/2024,Weather Conditions,no description provided
OA2448,10/05/2024,10/05/2024,Weather Conditions,no description provided
PG8972,10/05/2024,10/05/2024,Weather Conditions,no description provided
YE2536,10/05/2024,10/05/2024,Weather Conditions,no description provided
VD6819,10/05/2024,10/05/2024,Weather Conditions,no description provided
DT1931,10/05/2024,10/05/2024,Weather Conditions,no description provided
QM7905,10/05/2024,10/05/2024,Weather Conditions,no description provided
IY8032,10/05/2024,10/05/2024,Weather Conditions,no description provided
GZ3743,10/05/2024,10/05/2024,Weather Conditions,no description provided
FC2352,10/05/2024,10/05/2024,Weather Conditions,no description provided
NV8156,10/05/2024,10/05/2024,Weather Conditions,no description provided
NP3429,10/05/2024,10/05/2024,Weather Conditions,no description provided
IR4261,10/05/2024,10/05/2024,Weather Conditions,no description provided
VN8122,10/05/2024,10/05/2024,Weather Conditions,no description provided
SX4411,10/05/2024,10/05/2024,Weather Conditions,no description provided
QC3848,10/05/2024,10/05/2024,Weather Conditions,no description provided
FM3700,10/05/2024,10/05/2024,Weather Conditions,no description provided
SC3821,10/05/2024,10/05/2024,Weather Conditions,no description provided
XE8325,10/05/2024,10/05/2024,Weather Conditions,no description provided
VV2987,10/05/2024,10/05/2024,Weather Conditions,no description provided
CB9151,10/05/2024,10/05/2024,Weather Conditions,no description provided
BK8193,10/05/2024,10/05/2024,Weather Conditions,no description provided
AB2775,10/05/2024,10/05/2024,Weather Conditions,no description provided
FV5125,10/05/2024,10/05/2024,Weather Conditions,no description provided
MM4864,10/05/2024,10/05/2024,Weather Conditions,no description provided
IS1261,10/05/2024,10/05/2024,Weather Conditions,no description provided
VU8881,10/05/2024,10/05/2024,Weather Conditions,no description provided
XF3400,10/05/2024,10/05/2024,Weather Conditions,no description provided
MW4184,10/05/2024,10/05/2024,Weather Conditions,no description provided
QC4277,10/05/2024,10/05/2024,Weather Conditions,no description provided
YP9213,10/05/2024,10/05/2024,Weather Conditions,no description provided
PO1790,10/05/2024,10/05/2024,Weather Conditions,no description provided
WQ4972,10/05/2024,10/05/2024,Weather Conditions,no description provided
QA8662,10/05/2024,10/05/2024,Weather Conditions,no description provided
XM3353,10/05/2024,10/05/2024,Weather Conditions,no description provided
IK1398,10/05/2024,10/05/2024,Weather Conditions,no description provided
NG5498,18/05/2024,18/05/2024,Weather Conditions,no description provided
DT5103,18/05/2024,18/05/2024,Weather Conditions,no description provided
RN9036,18/05/2024,18/05/2024,Weather Conditions,no description provided
SI9512,18/05/2024,18/05/2024,Weather Conditions,no description provided
AZ8249,18/05/2024,18/05/2024,Weather Conditions,no description provided
XW4676,18/05/2024,18/05/2024,Weather Conditions,no description provided
LM1541,18/05/2024,18/05/2024,Weather Conditions,no description provided
MD3937,18/05/2024,18/05/2024,Weather Conditions,no description provided
YS5711,18/05/2024,18/05/2024,Weather Conditions,no description provided
SZ2282,18/05/2024,18/05/2024,Weather Conditions,no description provided
TR8631,18/05/2024,18/05/2024,Weather Conditions,no description provided
DC4100,18/05/2024,18/05/2024,Weather Conditions,no description provided
PJ1665,18/05/2024,18/05/2024,Weather Conditions,no description provided
TZ9186,18/05/2024,18/05/2024,Weather Conditions,no description provided
ES9399,18/05/2024,18/05/2024,Weather Conditions,no description provided
PI7609,18/05/2024,18/05/2024,Weather Conditions,no description provided
NR7410,18/05/2024,18/05/2024,Weather Conditions,no description provided
WG6082,18/05/2024,18/05/2024,Weather Conditions,no description provided
PG5416,18/05/2024,18/05/2024,Weather Conditions,no description provided
GV9144,18/05/2024,18/05/2024,Weather Conditions,no description provided
AN2821,18/05/2024,18/05/2024,Weather Conditions,no description provided
OS4907,18/05/2024,18/05/2024,Weather Conditions,no description provided
BC5803,18/05/2024,18/05/2024,Weather Conditions,no description provided
HZ2232,18/05/2024,18/05/2024,Weather Conditions,no description provided
TN7618,18/05/2024,18/05/2024,Weather Conditions,no description provided
XE5356,18/05/2024,18/05/2024,Weather Conditions,no description provided
ZI8474,18/05/2024,18/05/2024,Weather Conditions,no description provided
AI7654,18/05/2024,18/05/2024,Weather Conditions,no description provided
HI3966,18/05/2024,18/05/2024,Weather Conditions,no description provided
XH9482,18/05/2024,18/05/2024,Weather Conditions,no description provided
YE1904,18/05/2024,18/05/2024,Weather Conditions,no description provided
BN4887,18/05/2024,18/05/2024,Weather Conditions,no description provided
TJ1794,18/05/2024,18/05/2024,Weather Conditions,no description provided
OD4477,18/05/2024,18/05/2024,Weather Conditions,no description provided
SR7275,18/05/2024,18/05/2024,Weather Conditions,no description provided
VG4780,18/05/2024,18/05/2024,Weather Conditions,no description provided
TX4290,18/05/2024,18/05/2024,Weather Conditions,no description provided
SR8242,18/05/2024,18/05/2024,Weather Conditions,no description provided
VQ6424,18/05/2024,18/05/2024,Weather Conditions,no description provided
PZ1853,18/05/2024,18/05/2024,Weather Conditions,no description provided
YB7942,18/05/2024,18/05/2024,Weather Conditions,no description provided
NQ1422,18/05/2024,18/05/2024,Weather Conditions,no description provided
JU3979,18/05/2024,18/05/2024,Weather Conditions,no description provided
QE4128,18/05/2024,18/05/2024,Weather Conditions,no description provided
HW5910,18/05/2024,18/05/2024,Weather Conditions,no description provided
PZ9331,18/05/2024,18/05/2024,Weather Conditions,no description provided
NU8245,18/05/2024,18/05/2024,Weather Conditions,no description provided
ND9202,18/05/2024,18/05/2024,Weather Conditions,no description provided
NE8664,18/05/2024,18/05/2024,Weather Conditions,no description provided
RZ3111,18/05/2024,18/05/2024,Weather Conditions,no description provided
JZ5932,18/05/2024,18/05/2024,Weather Conditions,no description provided
MC7061,18/05/2024,18/05/2024,Weather Conditions,no description provided
BK3434,18/05/2024,18/05/2024,Weather Conditions,no description provided
